Student_ID,Department,Attendance_in_percent,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S2368,CS,61.47,69.39,58.29,98.05,66.43,8.55,87.57,56.42,C
S2369,Engineering,57.94,53.19,78.17,60.76,99.28,7.69,78.68,94.42,F
S2370,CS,89.12,70.45,83.98,59.87,93.79,5.23,97,73.43,A
S2371,CS,85.39,42.38,72.08,94.44,64.82,6.64,89.91,57.63,B
S2372,Engineering,59.13,94.29,44.44,98.39,75.4,9.85,92.64,89.57,C
S2373,Engineering,55.81,89.11,90.5,84.88,61.54,3.98,81.96,81.22,C
S2374,Engineering,91.92,83.55,97.65,56.05,75.73,5.51,90.57,94.11,A
S2375,Engineering,88.83,76.59,64.33,74.29,84.17,5.34,67.54,91.37,A
S2376,CS,66.36,74.79,53.49,90.83,54.28,9.36,60.45,66.01,A
S2377,Engineering,,99.8,41.16,78.62,93.51,3.52,95.63,62.82,A
S2378,Engineering,56.21,56.68,54.24,56.63,79.69,9.86,86.72,86.69,F
S2379,CS,,86.78,82,58.59,99.48,3.05,54.54,78.67,D
S2380,Business,50.94,74.88,94.7,93.21,51.28,1.09,93.35,53.49,F
S2381,Engineering,69.58,98.55,45.61,76.35,91.57,1.91,67.45,59.08,F
S2382,Engineering,53.74,89.67,73.2,85.29,89.6,4.26,64.91,57.57,F
S2383,Business,73.76,99.91,81.73,68.65,56.64,6.5,81.17,79.49,A
S2384,Business,71.08,75.3,56.58,76.62,66.77,5.17,78.43,54.29,F
S2385,Business,,52.27,74.19,,94.24,3.76,76.91,60.39,C
S2386,CS,52.27,70.22,82.91,66.49,75.92,5.62,62.74,77.27,C
S2387,CS,68.08,82.67,90.26,83.74,70.06,8.39,97.99,56.65,F
S2388,CS,87.82,86.46,67.15,58.63,95.27,8.39,97.51,62.41,A
S2389,CS,68.45,40.03,84.87,56.09,54.67,7.26,50.21,95.34,C
S2390,Mathematics,85.76,70.3,58.11,,73.66,9.52,66.89,84.86,B
S2391,Engineering,68.47,54.11,52.78,92.21,82.62,5.9,52.28,65.34,D
S2392,CS,,92.49,51.24,83.42,80.43,0.08,92.51,93.87,D
S2393,CS,78.19,49.17,61.53,,63.21,2.91,94.33,62.51,A
S2394,CS,97.53,79.99,42.15,62.03,78.17,3.28,75.91,79.45,A
S2395,Engineering,55.44,55.96,56.98,95.56,85.43,5.47,91.98,68.42,D
S2396,Business,51.65,61.39,79.13,64.44,79.24,9.05,85.17,87.61,D
S2397,Business,80.4,96.43,78.88,90.94,84.22,8.38,74.98,68.58,B
S2398,Mathematics,97.45,54.43,44.41,64.3,62.8,2.32,68.19,62.44,A
S2399,CS,99.49,45.7,57.24,96.97,91.64,5.19,63.31,80.39,B
S2400,CS,74.21,44.16,74.17,95.72,72.48,6.59,62.97,87.27,A
S2401,CS,73.4,70.28,59.11,52.16,99.36,9.88,78.1,76.82,D
S2402,CS,82.25,78.5,65.08,88.52,51.16,0.31,58.34,85.81,B
S2403,Mathematics,,59.64,82.77,,69.02,4.64,58.74,71.1,D
S2404,Engineering,81.7,81.42,40.56,60.76,59.02,9.88,50.52,89.77,C
S2405,Business,93.7,43.66,56.58,72.99,77.78,9.77,80.67,79.25,B
S2406,Engineering,87.32,91.44,48.54,78.82,62.16,3.31,99.72,59.81,A
S2407,CS,74.84,88.99,47.66,,86.87,0,94.46,94.54,B
S2408,CS,73.09,99.13,97.54,78.77,94.09,5.87,85.28,91.84,F
S2409,Engineering,81.98,96.19,62.59,58.53,60.54,8.67,89.28,98.2,F
S2410,Business,72.79,61.37,71.63,51.12,58.03,3.24,70.84,78.45,A
S2411,CS,72.89,63.96,84.03,78.56,93.77,9.34,64.9,83.79,B
S2412,Business,50.82,84.76,42.85,75.87,68.06,3.33,68.43,93.18,F
S2413,Business,58.7,48.04,54.46,,71.73,6.1,54.07,52.63,D
S2414,Engineering,74.43,58.84,89.93,82.49,61.05,7.22,81.69,95.61,B
S2415,Business,91.13,47.11,91.72,94.87,71.27,3.45,58.74,63.56,A
S2416,Engineering,63.94,67.29,62.38,72.97,61.57,3.52,88.14,52.85,A
S2417,Engineering,76.13,73.12,62.49,50.42,83.3,4.7,59.5,61.88,A
S2418,Business,67.25,52.67,85.41,,74.94,8.35,61.41,79.32,F
S2419,Mathematics,55.24,41.6,57.7,83.76,89.4,1.01,97.87,52.39,D
S2420,CS,97.91,83.16,47.03,76.07,65.64,6.31,55.27,50.04,A
S2421,Engineering,92.73,41.2,55.45,84.47,75.28,6.77,74.94,81.97,A
S2422,CS,53.92,98.4,63.24,,62.98,5.58,53.13,72.67,C
S2423,CS,85.99,53.3,43.13,57.44,96.72,9.36,54.52,92.22,B
S2424,Engineering,67.38,79.83,68.72,83.23,76.1,6.02,81.68,62.88,F
S2425,Mathematics,99.74,66.09,84.4,62.26,58.67,6.35,81.54,64.04,A
S2426,CS,65.12,43.58,70.82,72.82,63.64,6,59.66,53.88,D
S2427,CS,,68.33,44.31,74.58,54.15,7.22,93.62,76.93,F
S2428,CS,78.39,71.01,66.41,73.86,51.39,1.35,85.11,68.3,A
S2429,Engineering,91.76,91.28,82.53,79.92,76.3,8.94,65.03,66.99,B
S2430,CS,59.63,83.94,43.49,51.47,66.86,0.42,62.42,72.88,C
S2431,CS,85.47,44.76,43.59,99.48,98.19,6.41,87.71,92.48,A
S2432,Business,53.07,52.55,62.24,85.82,58.57,6.15,86.68,55.26,D
S2433,CS,95.95,58.71,51.7,71.27,89.7,2.08,57.44,76.18,A
S2434,Engineering,54.05,46.98,96.09,59.57,65.8,0.41,67.46,59.82,D
S2435,Business,95.71,67.41,74.88,54.01,61.18,1.39,60.83,60.62,A
S2436,CS,74.54,99.06,57.24,83.61,98.48,2.72,64.71,62.84,D
S2437,Engineering,72.4,70.88,82.29,65.85,90.13,8.82,64.38,72.97,F
S2438,Engineering,98.67,84.51,62.5,61.47,81.53,8.56,98.8,74.72,A
S2439,Engineering,99.52,80.98,47.93,69,84.86,0.64,87.51,93.58,A
S2440,Engineering,82.51,90.99,54.23,,99.57,2.89,89,94.61,A
S2441,CS,56.36,52.94,78.56,,79.66,8.89,63.87,79.33,F
S2442,Business,75.31,85.23,43.11,82.26,55.1,2.37,50.03,64.07,B
S2443,Business,76.46,92.88,56.36,,53.24,9.96,52.91,90.92,C
S2444,CS,75.72,50.29,52.5,60.94,83.33,2.57,77.65,89.64,F
S2445,CS,78.47,60.81,52.07,81.84,82.88,7.39,64.27,89.9,B
S2446,CS,50.94,98.21,80.97,55.06,87.41,4.17,59.65,50.82,D
S2447,CS,85.56,86.85,89.55,77.4,55.44,1.36,52.48,87.69,A
S2448,Engineering,85.62,56.96,82.95,79.2,97.25,2.55,93.79,92.64,B
S2449,CS,55.77,73.84,78.74,60.81,77.56,6.75,80.01,80.25,C
S2450,CS,78.51,64.26,94.99,69.58,82.48,3.37,55.37,87.56,C
S2451,Business,78.42,69.4,43.5,91.36,51.74,6.04,88.32,88.81,A
S2452,CS,84.12,61.31,50.05,57.42,98.05,2.06,87.79,75.33,F
S2453,Business,54.27,56.76,64.86,,78.13,4.49,64.47,90.68,D
S2454,Business,81.33,80.49,62.35,96.64,78.17,5.12,59.42,89.61,C
S2455,CS,64.04,86.71,65.08,,97.18,4.13,90.7,95.81,D
S2456,Business,75.35,92.44,52.39,86.26,96.47,1.98,66.48,96.07,D
S2457,Business,88.67,49.32,48.97,91.34,61.01,4.62,92.37,76.49,B
S2458,CS,85.28,89.37,70.55,60.19,96.55,6.93,52.18,51.57,A
S2459,CS,55.95,55.29,95.68,60.91,86.83,9.65,74.96,50.96,D
S2460,Engineering,79.56,65.64,63.52,87.93,50.95,7.9,58.98,96.95,C
S2461,Mathematics,98.46,94.09,42.6,87.67,61.99,1.61,83.6,66.87,A
S2462,Engineering,57.84,67.27,82.37,53.01,70.65,2.73,99.86,68.88,F
S2463,CS,92.65,51.82,57.47,66.12,79.14,0.79,70.63,73.5,B
S2464,Engineering,85.13,49.59,54.71,69.93,85.07,1.36,55.02,63.29,A
S2465,Engineering,88.7,68.38,59.46,91.45,60.51,2.51,65.88,79.52,A
S2466,Engineering,64.1,85.76,83.43,71.09,91.84,2,94.58,89.23,D
S2467,Business,64.39,99.83,89.13,96.3,92.29,2.14,88.29,62.87,A
S2468,Engineering,95.3,87.24,75.28,,81.75,2.31,61.61,87.15,A
S2469,Business,,92.62,59.35,89.04,96.05,3.01,97.68,83.6,F
S2470,Business,53.15,84.87,58.63,83.32,90.65,1.26,81.11,76.28,D
S2471,Engineering,80.03,93.73,47.46,69.59,61.08,2.78,58.4,66.27,F
S2472,CS,56.24,44.58,96,,89.93,6.88,78.62,93.64,D
S2473,Business,89.83,95.8,78.29,78.66,97.66,2.36,72.56,70.14,A
S2474,Mathematics,82.09,63.78,41.62,68.09,56.88,1.72,90.98,68.73,C
S2475,CS,93.74,95.3,79.74,67.54,98.93,0.68,67.21,82.07,A
S2476,Engineering,89.24,44.54,66.83,84.39,51.25,5,93.75,96.02,B
S2477,CS,55.61,82.91,98.35,73.18,76.11,8.42,90.6,75.4,C
S2478,Business,,84.14,89.14,87.6,88.69,0.59,83.73,86.13,F
S2479,Business,,99.81,50.28,69.91,89.52,5.42,62.93,72.84,D
S2480,CS,70.87,86.13,83.21,57.54,86.73,6.51,98.52,60.94,B
S2481,Business,98.62,62.95,69.13,73.07,76.47,5.92,77.43,56.2,A
S2482,CS,86.79,73.43,51.22,97.55,82.55,8.78,95.38,56.82,B
S2483,Business,50.77,61.99,81.92,90.08,85,8.66,60.79,51.07,D
S2484,Engineering,94,51.76,72.84,60.29,74.73,0.57,99.17,77.65,B
S2485,CS,55.04,54.91,41.82,69.57,79.78,3.61,90.8,56.56,D
S2486,CS,57.03,53.32,78.8,96.39,92.32,6.71,97.46,93.28,F
S2487,CS,86.72,72.93,78.1,56.18,65.64,9.52,60.62,99.14,A
S2488,Engineering,93.25,94.37,48.65,62.7,76.16,8.05,71.53,74.79,A
S2489,Engineering,76.82,94.76,60.94,63.11,50.42,1.77,54.88,72.48,D
S2490,CS,,43.29,75.15,78.55,84.37,2.79,56.85,67.4,A
S2491,CS,67.57,44.79,48.33,70.54,59.77,7.64,64.2,81.9,C
S2492,CS,67.14,54.71,91.16,53.99,74.05,4.71,97.58,80.4,F
S2493,Business,66.33,55.3,41.65,81.46,60.51,5.47,83.36,67.17,A
S2494,Business,,45.69,46.17,54.95,51.18,6.09,65.73,67.16,A
S2495,CS,80.44,63.31,46.97,80.32,74.16,1.03,97.73,82.24,B
S2496,Engineering,95.02,75.26,71.69,75.35,71.24,8.56,86.99,77.73,A
S2497,CS,65.35,74.69,77.21,74.68,71.26,8.63,95.35,85.93,F
S2498,Mathematics,59.33,72.61,64.22,53.37,60.44,4.68,96.36,97.07,D
S2499,Mathematics,91.93,60.32,57.32,81.96,97.36,6.27,87.54,88.98,B
S2500,Engineering,87.09,82.39,88.56,71.57,50.18,6.6,62.16,65.22,A
S2501,Mathematics,96.54,89.59,44.1,70.56,94.58,1.9,99.83,87.96,B
S2502,Business,58.28,60.78,56.82,79.82,86.85,1.13,66.25,72.5,C
S2503,Business,57.21,45.13,42.35,80.31,58.6,0.21,83.59,88.88,D
S2504,Engineering,,57.78,40.83,50.75,73.61,9.13,92.24,94.33,F
S2505,CS,80.72,48.24,61.2,56.26,99.44,3.46,58.76,62.5,F
S2506,CS,74.01,68.04,51.69,61.83,82.18,0.86,80.45,61.93,B
S2507,CS,79.95,49.36,56.1,83.9,56.37,4.66,68.76,71.63,A
S2508,Engineering,59.02,67.77,89.26,78.84,72.88,0.76,62.21,52.58,C
S2509,CS,73.98,53.26,49.78,87.88,73.41,0.85,50.59,84.28,F
S2510,CS,82.9,84.32,86.81,87.03,90.11,4.89,93.6,87.49,F
S2511,Engineering,71.64,41.65,80.5,92.66,95.81,5.09,56.79,67.27,A
S2512,CS,,73.28,59.59,68.84,54.11,5.8,93.91,73.26,B
S2513,Engineering,72.56,50.17,72.79,67.25,65.7,6.56,80.03,79.52,F
S2514,Mathematics,,40.06,66.67,91.55,64.92,6.68,81.05,53.68,D
S2515,Business,65.18,92.15,47.7,61.88,99.8,4.33,91.43,85.56,B
S2516,Engineering,,80.29,94.43,73.06,77.96,6.44,75.47,76.34,A
S2517,Engineering,,45.94,74.18,59.72,93.99,3.05,67.86,81.21,C
S2518,Engineering,83.43,79.84,92.81,95.69,71.3,4.41,56.94,86.19,F
S2519,CS,92.26,76.7,89.43,70.39,86.14,3.93,78.52,83.78,A
S2520,Business,67.73,68.4,44.79,,64.33,3.29,77.66,54.77,C
S2521,CS,52.3,65.16,52.44,,95.59,2.39,64.69,89.13,C
S2522,CS,99.34,93.22,48.72,62.23,72.76,0.78,80,80.5,A
S2523,Business,63.18,54.71,89.85,97.18,90.19,5.06,71.97,85.74,F
S2524,CS,56.33,63.9,91.75,68.38,62.79,5.37,90.28,63.08,D
S2525,CS,68.49,59.75,71.68,83.23,84.68,3.36,77.97,61.07,D
S2526,CS,86.93,86.27,46.25,,70.26,9.76,96.68,91.3,A
S2527,CS,64.7,94.99,48.14,90.36,51.57,5.57,75.9,69.52,F
S2528,CS,78.74,90.99,88.81,94.85,70.65,8.89,94.37,78.77,F
S2529,CS,,87.86,95.75,,77.5,5.7,76.03,77.58,A
S2530,Engineering,55.89,99.21,51.97,92.42,57.59,1.9,77.9,79.26,C
S2531,Business,66.51,81.83,40.67,55.09,59.2,9.75,68.34,53.48,A
S2532,CS,,85.06,59.86,96.2,73.24,8.85,70.01,65.12,C
S2533,Business,,98.97,41.83,81.22,67.14,4.71,96.66,53.32,D
S2534,CS,55.99,40.42,89.68,93.46,72.04,2.43,61.16,74.01,F
S2535,CS,58.17,78.04,69.49,84.22,73.04,2.23,56.07,95.1,D
S2536,CS,82.04,84.34,78.51,60.09,57,8.06,91.51,69.46,B
S2537,Engineering,90.67,95.07,64.69,,59.06,0.69,78.85,89.12,B
S2538,Engineering,,93.03,60.73,54.55,92.41,6.38,64.23,64.36,A
S2539,Engineering,79.77,90.52,53.33,84.79,58.14,6.4,71.62,92.81,A
S2540,Business,58.53,96.75,86.23,70.45,83.3,1.82,76.25,70.98,F
S2541,Engineering,65.57,72.24,81.73,57.59,70.93,7.05,79.61,67.76,F
S2542,Engineering,51.01,40.42,61.64,98.96,98.41,7.05,91.05,84.87,F
S2543,Mathematics,88.41,40.66,59.27,,53.31,3.5,69.72,75.64,A
S2544,CS,70.05,72.68,40.07,94.68,91.52,4.83,83.83,66.87,B
S2545,CS,90.81,66.12,43.81,89.44,74.57,8.33,91.74,52.9,A
S2546,Business,85.42,67.07,77.4,84.6,50.27,5.23,92.19,58.33,A
S2547,Engineering,91.44,64.02,70.88,82.75,63.18,6.18,62.71,88.62,A
S2548,CS,64.28,95.06,66.09,55.3,70.38,4.13,67.51,96.04,C
S2549,CS,59.26,61.55,89.65,95.03,65.71,1.5,79.75,58.44,D
S2550,Engineering,98.6,91.37,70.23,94.06,68.12,9.98,94.29,78.47,B
S2551,Engineering,85.87,94.17,63.07,87.39,95.83,5.32,89.52,51.71,A
S2552,CS,,69.97,49.68,96.37,68.05,3.36,79.2,64.54,B
S2553,Mathematics,50.66,66.82,89.24,77.65,70.94,7.14,99.19,72.44,F
S2554,Business,67.72,85.66,74.57,72.38,88.06,6.21,71.95,86.79,A
S2555,Engineering,87.14,82.48,45.55,98.4,89.69,2.33,92.12,52.21,A
S2556,Engineering,53.9,59.71,78.93,73.21,54.2,8.77,90.92,89.06,C
S2557,Business,78.37,46.15,65.5,82.07,85.2,0.71,95.4,60.13,A
S2558,CS,71.45,55.89,88.68,68.65,74.13,6.06,99.38,87.98,B
S2559,CS,50.88,47.86,95.13,81.82,56.69,4.78,74.78,81.27,C
S2560,Engineering,61.8,57.68,76.03,86,63.24,3.18,59.78,66.98,D
S2561,Business,64.24,55.71,83.9,81.23,52.25,8.26,73.04,86.19,F
S2562,CS,55.59,78.26,43.4,75.73,68.01,6.56,92.69,61.82,D
S2563,Mathematics,81.58,97.27,73.62,65.01,62.77,7.59,91.81,60.99,D
S2564,Engineering,62.12,81.14,85.32,82.19,69.11,4.15,66.8,53.09,B
S2565,CS,63.88,95.6,69.81,95.42,79.02,9.42,52.37,69.65,D
S2566,CS,,87.05,75.61,50.35,86.62,3.45,75.49,54.89,A
S2567,CS,73.36,83.67,93.94,56.7,80.27,5.31,73.71,70.98,D
S2568,Business,69.61,64.84,51.89,55.99,83.92,9.34,54.29,50.49,C
S2569,Mathematics,86.19,59.49,45.89,96.16,93.28,0.83,89.74,57.75,B
S2570,Engineering,95.48,90.78,81.44,83.14,93.69,1.09,64.18,96.62,A
S2571,Mathematics,51.25,94.32,89.37,97.59,93.04,9.94,82.29,89.78,D
S2572,Business,72.41,67.11,91.03,,57.66,9.71,55.07,61.81,D
S2573,Engineering,80.54,40.54,78.5,73.09,62.55,7.72,93.04,85.91,A
S2574,Engineering,65.93,87.55,89.99,89.62,75.12,4.84,86.96,83.42,D
S2575,Engineering,88.62,57.1,82.04,58.05,67.94,5.06,69.42,58.85,A
S2576,Engineering,98.57,40.59,45.24,69.07,56.58,2.57,81.47,68.55,A
S2577,CS,97.17,88.3,85.72,,64.39,4.33,59.37,95.69,B
S2578,Engineering,63.3,71.04,50.76,64.92,98.77,4.31,99.27,86.94,C
S2579,CS,61.32,81.11,54.2,68.56,67.35,0.36,89.81,88.02,F
S2580,Business,97.87,94.88,63.68,53.91,70.95,4.53,89.45,78.19,A
S2581,Business,72.93,72.47,58.87,59.9,50.32,4.8,57.67,83.28,D
S2582,CS,,70.19,59.3,66.77,85.97,6.66,50.89,75.44,C
S2583,CS,85.35,57.44,50.16,89.79,70.68,5.16,79.27,87.04,A
S2584,Engineering,,58.31,57.63,,55.16,8.62,57.21,86.64,B
S2585,Engineering,63.36,87.79,41.18,67.33,98.43,3.68,89.02,51.55,C
S2586,CS,93.96,66.94,68.37,53.25,88.87,4.1,70.8,81.59,A
S2587,Engineering,58.12,49.81,86.12,77.86,86.31,5.71,66.93,81.49,D
S2588,CS,,45.67,91.73,80.56,97.89,2.03,53.68,53.37,A
S2589,CS,63.46,68.38,89.23,93.28,70.37,3.93,99.8,70.52,F
S2590,CS,80.35,67.9,64.99,90.96,85.93,6.86,97.8,94.94,C
S2591,CS,56.15,79.21,83.83,64.27,60.31,4.12,56.58,97.67,D
S2592,Business,73.58,68.26,57.27,56.85,84.86,9.07,66.64,89.11,F
S2593,Mathematics,81.37,48.61,43.33,57.8,50.7,6.15,69.54,57.57,F
S2594,Engineering,92.44,70.47,80.56,98.45,56.32,1.54,64.84,68.74,A
S2595,Engineering,61.49,94.41,78.93,,71.26,4.87,96.72,59.13,F
S2596,CS,90.87,49.57,88.1,52.13,50.6,7.65,86.07,82.61,B
S2597,Engineering,61.75,81.39,76.97,56.84,73.1,6.43,97.8,88.66,B
S2598,CS,83.84,75.63,49.41,74.29,76.14,8.85,93.73,94.19,C
S2599,Engineering,71.53,84.92,91.19,60.39,81.08,7.5,87.73,93.03,A
S2600,Mathematics,55.73,49.04,77.64,90.18,55.02,0.62,84.85,54.96,C
S2601,CS,85.71,96.5,88.46,78.66,59.05,1.13,93.31,56.28,B
S2602,Business,,77.26,86.45,80.63,80.66,6.5,84.21,95.48,A
S2603,CS,58.83,90.82,57.87,73.14,82.91,2.38,59.44,92.19,D
S2604,CS,67.92,54.8,44.47,62.8,51.3,5.88,82.41,73.02,D
S2605,CS,82.66,84.36,50.59,79.47,77.02,7.92,75.75,71.5,B
S2606,CS,61.7,86.86,45.57,85.85,89.25,5.77,99.09,77.64,A
S2607,CS,59.18,63.85,54.6,,53.46,4.15,75.5,79.83,F
S2608,CS,,63.04,67.57,75.25,70.66,6.46,51.92,62.71,A
S2609,Engineering,73.58,79.47,94.41,91.98,66.33,1.44,63.21,70.19,A
S2610,CS,71.43,45.6,92.32,57.43,95.68,7.23,95.87,80.98,B
S2611,Engineering,61.69,84.14,83.12,77.26,59.29,6.97,98.12,60.31,D
S2612,Mathematics,52.68,42.57,41.45,67.42,65.92,5.14,86.42,99.94,D
S2613,Engineering,71.46,51.44,60.48,85.14,94.92,2.79,52.84,64.15,C
S2614,CS,89.41,79.85,80.94,50.94,66.53,7.98,51.18,77.62,A
S2615,CS,85.76,45.9,47.74,83.52,76.57,5.11,73.98,77.71,A
S2616,Business,93.04,98.31,88.07,55.14,51.65,0.59,99.98,72.57,B
S2617,Engineering,50.48,92.1,94.87,53.24,99.25,9.19,93.46,62.08,C
S2618,Engineering,98.32,77.58,61.25,86.23,91.25,7.68,96.66,78.27,A
S2619,CS,67.07,89.14,82.35,82.02,81.72,5.85,81.18,54.55,C
S2620,Engineering,99.52,93.25,48.89,94.75,53.04,4.37,92.96,69.35,A
S2621,CS,62.63,55.57,81.45,75.98,53.74,9.6,65.98,61.21,A
S2622,Mathematics,,90.96,41.29,76.5,77.25,7.75,51.37,56.21,F
S2623,Business,67.7,51.69,49.05,85.35,64.25,5.35,95.91,96.27,D
S2624,CS,67.79,64.8,82.59,66.17,81.14,6.53,60.92,85,B
S2625,Engineering,92.11,73.5,82.71,51.85,79.91,2.81,86.42,58.44,A
S2626,CS,,82.83,78.47,61.5,91.93,1.96,82.95,97.47,B
S2627,Engineering,99.61,41.81,68.64,61.9,64.07,2.73,57.91,60.8,A
S2628,Business,80.68,57.43,80.49,66.78,78.89,2.93,59.79,61.78,B
S2629,Engineering,73.16,76.51,86.43,97.17,88.87,7.4,66.45,56.66,C
S2630,CS,,61.44,97.99,90.24,74.54,1.4,87.85,86.39,B
S2631,CS,99.83,86.5,93.32,96.8,91.53,7.78,51.96,78.54,A
S2632,Business,77.58,79.1,87.67,99.93,56.56,5.23,70.35,52.91,F
S2633,Engineering,85.02,54.06,81.69,71.69,86.69,3.85,83.26,51.26,A
S2634,Engineering,70.34,48.76,74.45,61.35,97.15,3,58.57,76.63,F
S2635,CS,77.39,77.74,47.24,78,66.59,5.13,55.97,82.58,B
S2636,CS,97.13,67.03,49.93,94.06,68.32,3.18,69.51,91.14,B
S2637,Mathematics,58.32,50.14,89.22,,54.18,4.29,64.33,73.91,D
S2638,Engineering,64.62,59.58,88.2,75.27,82.07,7.39,82.45,83.83,A
S2639,Engineering,57.6,58.18,76.87,56.72,77.62,6.26,98.48,86.68,C
S2640,Engineering,89.61,46.49,66.33,71.02,52.02,7.48,50.22,80.65,A
S2641,Business,53.1,72.81,41.56,,87.61,7.13,95.12,67.61,F
S2642,CS,54.08,85.82,59.63,67.58,91.46,8.15,71.66,56.59,D
S2643,CS,64.92,74.53,65.24,94.36,95.36,2.02,83.2,82.38,D
S2644,Engineering,75.71,89.58,69.15,52.97,77.29,9.95,92.55,88.43,B
S2645,Engineering,,47.65,95.76,98.61,72.63,4.76,78.67,59.49,D
S2646,Business,,66.14,46.52,,93.81,7.18,54.87,74.74,A
S2647,Business,97.87,76.56,71.13,97.28,69.93,6.78,57.03,69.86,A
S2648,CS,97.64,80.56,62.08,77.4,82.77,5.66,89.46,60.29,A
S2649,CS,63.97,81.75,99.41,85.12,80.77,9.96,61.45,62.27,A
S2650,Mathematics,86.58,83.74,91.71,59.36,68.61,2.17,78.45,61.88,A
S2651,Engineering,78.93,79.09,66.33,82.71,54.34,4.22,71.4,70.95,B
S2652,Engineering,61.87,45.65,99.98,94.1,51.07,1.28,65.18,69.52,D
S2653,Engineering,63.11,81.72,70.84,56.97,71.41,1.82,89.35,77.71,B
S2654,Engineering,74.56,83.49,50.03,56.35,74.06,7.13,86.56,54.66,B
S2655,CS,70.96,99.61,73.35,65.2,91.13,0.05,82.31,79.06,D
S2656,Business,64.56,81.6,53.57,58.09,70.72,8.9,68.63,51.09,B
S2657,Business,90.38,81.21,78.18,,64.06,6.33,61.32,62.87,A
S2658,Engineering,74.07,70.89,96.25,83.92,73.1,4.41,75.79,75.11,A
S2659,Engineering,82.74,92.08,87.17,60.69,61.9,3.31,90.86,84.35,C
S2660,CS,59.46,99.81,56.39,83.35,54.57,1.26,78.78,88.56,D
S2661,CS,76.68,86.74,57.81,93.1,55.65,9.22,98.51,51.78,F
S2662,CS,65.9,76.75,44.16,82.6,65.96,7.12,50.77,76.87,F
S2663,CS,76.32,44.74,57.15,55.97,50.63,3.36,99.92,67.72,D
S2664,Mathematics,,83.6,45.56,78.68,61.01,0.71,84.57,84.75,D
S2665,Business,88.45,82.51,69.97,69.68,89.38,3.26,91.63,64.19,B
S2666,Engineering,67.71,86.53,82.5,67.17,61.73,1.85,66.75,87.19,A
S2667,Engineering,84.71,47.47,85.07,65.93,55.54,7.86,75.42,80.11,C
S2668,CS,97.06,79.22,43.57,96.47,97.45,7.2,89.85,89.48,B
S2669,Mathematics,,57.74,60.4,87.13,81.12,4.98,88.03,99.22,F
S2670,CS,57.42,85.62,57.29,,53,8.86,66.7,95.43,D
S2671,CS,83.99,54.42,46.26,,53.11,1.81,66.22,79.66,A
S2672,Engineering,55.25,81.04,61.75,65.91,80.61,4.52,83.14,94.69,F
S2673,Business,93.61,57.7,57.96,98.9,77.01,7.11,96.68,57.65,A
S2674,Business,75.83,40.54,78.07,98.9,53.42,0.68,71.94,52.15,A
S2675,CS,69.26,78,93,65.98,61.22,3.73,67.65,76.66,F
S2676,Business,52.85,46.8,67.29,67.61,96.45,5.72,94.73,98.72,F
S2677,CS,69.04,79.56,84.8,79.97,78.6,3.67,84.15,85.49,F
S2678,CS,,95.54,48.76,73.97,72.02,4.8,69.41,65.26,A
S2679,Business,51.05,98.15,93.7,60.66,62.51,6.08,52.86,83.44,C
S2680,Business,73.73,54.16,49.16,83.02,56.68,3.68,86.07,52,F
S2681,Engineering,96.56,88.56,51.53,66.71,70.13,1.06,67.64,73.53,A
S2682,Engineering,69.74,61.21,46.39,82.69,96.12,1.39,53.53,61.86,A
S2683,Business,71.41,94.03,58.58,69.18,52.44,5.27,80.61,52.46,C
S2684,Business,78.93,87.25,73.14,85.01,99.55,1.75,66.15,62.5,F
S2685,Business,73.15,44.44,99.28,83.39,60.39,8.9,66.92,86.12,C
S2686,Engineering,58.43,64.43,87.6,75.44,70.44,8.34,73.96,77.56,F
S2687,Mathematics,50.93,60.24,62.83,85.24,52.25,3.49,85.87,51.17,C
S2688,Mathematics,80.49,87.11,74.55,73.05,79.24,8.31,63.82,70.49,F
S2689,CS,96.04,64.62,77.4,55.81,74.18,5.33,54.05,87.61,A
S2690,Business,55.32,81.08,89.36,59.11,83.34,1.59,71.22,97.73,C
S2691,Engineering,60.55,76.15,84.19,62.3,77.13,6.14,52.75,93.72,B
S2692,CS,68.51,98.54,74.16,53.16,69.91,6.79,84.86,50.08,B
S2693,Engineering,90.44,96.27,80.15,85.57,86.89,0.84,97.96,60.94,A
S2694,CS,63.46,65.66,84.76,68.37,51.25,3.14,82.94,60.39,C
S2695,Engineering,94.1,83.41,47.99,54.68,77.05,0.05,63.77,70.65,A
S2696,Business,52.75,89.77,52.03,91,55.69,3.16,59.09,82.29,F
S2697,CS,97.05,93.93,81.32,84.18,71.8,3.35,61.64,57.65,B
S2698,Engineering,78.04,44.09,91.03,72.61,89.56,6.3,61.08,95.78,F
S2699,Mathematics,82.94,58.12,64.56,62.37,57.12,1.99,65.69,88.86,F
S2700,Engineering,68.38,59.21,98.79,57.59,96.79,0.3,54.87,70.97,A
S2701,CS,,66.07,52.96,72.92,94.43,3.16,94.79,79.2,D
S2702,Engineering,58.33,50.16,65,94.26,70.75,8.26,94.26,77.09,C
S2703,Engineering,52.45,69.77,62.71,59.42,50.3,3.99,80.76,79.11,D
S2704,Engineering,69.78,79.79,95.82,78.43,89.49,4.15,53.1,93.01,A
S2705,Business,92.68,69.84,57.12,98.08,94.04,4.69,90.2,60.01,B
