Student_ID,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level
S5844,Yes,PhD,Low
S5845,Yes,High School,Low
S5846,Yes,Master's,Low
S5847,No,Master's,Medium
S5848,Yes,PhD,Medium
S5849,Yes,High School,High
S5850,Yes,,Medium
S5851,Yes,,Medium
S5852,Yes,Master's,Low
S5853,Yes,Master's,Medium
S5854,Yes,Master's,Medium
S5855,Yes,Bachelor's,Medium
S5856,Yes,Master's,Medium
S5857,Yes,High School,High
S5858,Yes,Bachelor's,Low
S5859,Yes,High School,Medium
S5860,Yes,,High
S5861,Yes,None,Low
S5862,Yes,Bachelor's,Low
S5863,Yes,Master's,Medium
S5864,No,Master's,High
S5865,No,Bachelor's,High
S5866,Yes,High School,Low
S5867,No,None,High
S5868,Yes,,Medium
S5869,No,Master's,Medium
S5870,Yes,None,High
S5871,No,Bachelor's,High
S5872,Yes,Bachelor's,Medium
S5873,Yes,Bachelor's,Medium
S5874,Yes,,Medium
S5875,Yes,High School,Low
S5876,Yes,PhD,Medium
S5877,No,,High
S5878,Yes,PhD,Low
S5879,Yes,High School,High
S5880,Yes,Master's,Low
S5881,Yes,PhD,Low
S5882,Yes,Bachelor's,Low
S5883,No,PhD,Medium
S5884,Yes,None,Medium
S5885,Yes,High School,Low
S5886,Yes,None,Medium
S5887,Yes,High School,Medium
S5888,Yes,High School,High
S5889,Yes,,Low
S5890,No,,Medium
S5891,Yes,High School,Low
S5892,Yes,Bachelor's,Low
S5893,Yes,None,Low
S5894,Yes,,Low
S5895,Yes,Master's,Low
S5896,Yes,High School,Low
S5897,Yes,Bachelor's,Low
S5898,Yes,High School,Medium
S5899,Yes,,Medium
S5900,Yes,,Low
S5901,Yes,PhD,Low
S5902,Yes,,Low
S5903,Yes,Master's,Medium
S5904,Yes,Master's,High
S5905,Yes,High School,Medium
S5906,No,Bachelor's,Low
S5907,Yes,PhD,Low
S5908,Yes,Master's,Low
S5909,Yes,PhD,Medium
S5910,Yes,None,Medium
S5911,Yes,High School,Medium
S5912,Yes,PhD,Medium
S5913,Yes,Master's,High
S5914,Yes,,Low
S5915,Yes,Master's,Low
S5916,Yes,Master's,High
S5917,No,Bachelor's,Medium
S5918,Yes,High School,Medium
S5919,Yes,Bachelor's,High
S5920,Yes,,High
S5921,Yes,,Medium
S5922,Yes,Master's,High
S5923,Yes,,Medium
S5924,Yes,Bachelor's,Low
S5925,Yes,PhD,High
S5926,Yes,Bachelor's,High
S5927,Yes,High School,Medium
S5928,No,,Medium
S5929,No,PhD,High
S5930,Yes,Bachelor's,Medium
S5931,Yes,None,Medium
S5932,Yes,Bachelor's,Low
S5933,Yes,PhD,Low
S5934,No,Master's,Medium
S5935,Yes,,Medium
S5936,Yes,Master's,High
S5937,Yes,Bachelor's,Low
S5938,Yes,,Medium
S5939,Yes,High School,High
S5940,Yes,None,High
S5941,No,PhD,Medium
S5942,Yes,High School,High
S5943,Yes,None,High
S5944,Yes,None,Medium
S5945,Yes,Bachelor's,High
S5946,Yes,,Medium
S5947,Yes,None,Medium
S5948,Yes,None,Low
S5949,Yes,Bachelor's,High
S5950,Yes,Bachelor's,Low
S5951,Yes,Master's,Low
S5952,Yes,,Low
S5953,Yes,Master's,Low
S5954,Yes,Master's,High
S5955,Yes,High School,High
S5956,Yes,High School,High
S5957,Yes,,Low
S5958,Yes,PhD,Low
S5959,Yes,Master's,Low
S5960,Yes,Master's,Medium
S5961,Yes,,Low
S5962,Yes,Master's,High
S5963,No,,High
S5964,Yes,High School,Low
S5965,No,None,Medium
S5966,Yes,High School,Medium
S5967,Yes,Master's,Low
S5968,Yes,,Medium
S5969,Yes,PhD,High
S5970,Yes,None,High
S5971,Yes,None,Low
S5972,Yes,None,Medium
S5973,Yes,High School,Medium
S5974,Yes,PhD,Low
S5975,Yes,Bachelor's,Low
S5976,Yes,,Medium
S5977,No,PhD,Medium
S5978,Yes,Master's,Medium
S5979,Yes,PhD,High
S5980,Yes,High School,Medium
S5981,Yes,,Medium
S5982,Yes,PhD,Low
S5983,Yes,PhD,High
S5984,Yes,,High
S5985,Yes,Bachelor's,High
S5986,Yes,,Medium
S5987,Yes,,Medium
S5988,Yes,,Low
S5989,Yes,High School,Low
S5990,Yes,,Low
S5991,Yes,,Low
S5992,No,High School,Medium
S5993,Yes,None,Low
S5994,Yes,High School,Low
S5995,Yes,High School,Low
S5996,Yes,,Medium
S5997,No,High School,Medium
S5998,Yes,Bachelor's,Low
S5999,Yes,PhD,Low
